Species,Collection_Date,Count
Erwinia phage phiAT1,2004.0,19
Tomato chlorotic leaf distortion virus,2004.0,7
Bubaline alphaherpesvirus 1,2004.0,1
Equid alphaherpesvirus 1,2004.0,19
Tick-borne encephalitis virus,2004.0,10
uncultured Mediterranean phage,2004.0,44
Alphacoronavirus M.sch/A/Spain/2004,2004.0,1
Alphacoronavirus M.bly/B/Spain/2004,2004.0,1
Enterovirus B,2004.0,555
Enterovirus C,2004.0,117
Rabies lyssavirus,2004.0,741
Enterovirus D,2004.0,7
Pestivirus B,2004.0,24
Rhynchosia golden mosaic Sinaloa virus,2004.0,4
Mustelid herpesvirus-2,2004.0,1
Tomato interveinal chlorosis virus,2004.0,3
Burkholderia phage KS9,2004.0,2
Alfalfa mosaic virus,2004.0,16
Mycobacterium virus JC27,2004.0,2
Mycobacterium virus Jasper,2004.0,2
Mycobacterium virus Konstantine,2004.0,2
Epizootic hemorrhagic disease virus,2004.0,10
Bovine respirovirus 3,2004.0,9
Rice yellow mottle virus,2004.0,11
Tomato chlorotic mottle virus,2004.0,2
Tomato golden vein virus,2004.0,1
Alphapapillomavirus 9,2004.0,62
Respiratory syncytial virus,2004.0,179
Tomato mottle leaf curl virus,2004.0,6
Phlebovirus sandflies/Gr65/Spain/2004,2004.0,1
Carnivore amdoparvovirus 1,2004.0,13
Cyprinid herpesvirus 2,2004.0,2
Melon necrotic spot virus,2004.0,6
Bovine alphaherpesvirus 1,2004.0,4
Venezuelan equine encephalitis virus,2004.0,7
Rotavirus B,2004.0,39
Cyprinid herpesvirus 3,2004.0,5
Cardiovirus B,2004.0,6
Torchivirus A,2004.0,11
Cardiovirus A,2004.0,6
Cardiospermum yellow leaf curl betasatellite,2004.0,2
Melon chlorotic mosaic virus,2004.0,4
Dasheen mosaic virus,2004.0,2
Tomato yellow leaf curl virus,2004.0,14
Rotavirus A,2004.0,2036
Decapod penstyldensovirus 1,2004.0,68
Megalocytivirus Sabah/RAA/2012,2004.0,1
Deformed wing virus,2004.0,51
Carnivore amdoparvovirus 4,2004.0,1
Cyclovirus Chimp12,2004.0,1
Torque teno felid virus 1,2004.0,4
Chaerephon bat coronavirus/Kenya/KY22/2006,2004.0,2
Torque teno sus virus 1a,2004.0,3
Variola virus,2004.0,3
Bottlenose dolphin herpesvirus,2004.0,1
Culex flavivirus,2004.0,20
Phlebovirus sandflies/Gr98/Spain/2004,2004.0,1
Ranunculus white mottle ophiovirus,2004.0,1
Cetacean poxvirus 1,2004.0,2
Carp sprivivirus,2004.0,15
TTV-like mini virus,2004.0,12
Mediterranean Ochlerotatus Flavivirus,2004.0,4
TYLCAxV-Sic2-[IT:Sic2/5:04],2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM18-C269,2004.0,1
Mesoplodon europaeus alphaherpesvirus,2004.0,1
Mesoplodon densirostris herpesvirus,2004.0,1
Merremia mosaic virus,2004.0,2
Cyanophage S-RIM17,2004.0,7
Carnivore protoparvovirus 1,2004.0,54
Cyanophage S-RIM24,2004.0,16
Velvet tobacco mottle virus,2004.0,1
Pestivirus C,2004.0,18
TYLCV/TYLCSV recombinant Ragusa/2004,2004.0,7
Tomato mosaic virus,2004.0,3
Mediterranean Culex Flavivirus,2004.0,12
Measles morbillivirus,2004.0,118
Tai Forest rhabdovirus,2004.0,1
Tai herbevirus,2004.0,7
Tomato torrado virus,2004.0,15
Tomato spotted wilt orthotospovirus,2004.0,6
uncultured Mediterranean phage uvDeep-CGR1-KM17-C101,2004.0,1
Chandipura vesiculovirus,2004.0,2
Ambystoma tigrinum virus,2004.0,1
Tomato severe rugose virus,2004.0,2
Zucchini yellow mosaic virus,2004.0,8
Ross River virus,2004.0,3
Pestivirus A,2004.0,70
Canine parainfluenza virus,2004.0,2
Vesicular stomatitis virus,2004.0,44
Dobrava-Belgrade orthohantavirus,2004.0,2
Canine morbillivirus,2004.0,34
Bovine fever ephemerovirus,2004.0,6
Phytophthora infestans RNA virus 2,2004.0,1
Cotton leaf curl Shahdadpur virus,2004.0,2
Vibrio phage 1,2004.0,1
Tai Forest negevirus,2004.0,1
Caprine arthritis encephalitis virus,2004.0,59
Tomato yellow fruit ring virus,2004.0,4
Tomato yellow leaf curl Axarquia virus,2004.0,2
Bovine alphaherpesvirus 5,2004.0,3
Dendrolimus punctatus cypovirus 22,2004.0,32
Phlebovirus sandflies/Gr52/Spain/2004,2004.0,1
Plant associated genomovirus 12,2004.0,1
Phytophthora alphaendornavirus 1,2004.0,11
Tafomo virus,2004.0,2
Dengue virus,2004.0,572
Phlebovirus sandflies/Gr49/Spain/2004,2004.0,1
Phlebovirus sandflies/Gr44/Spain/2004,2004.0,1
Deltapapillomavirus 4,2004.0,5
Phlebovirus sandflies/Gr36/Spain/2004,2004.0,1
Phlebovirus sandflies/Gr29/Spain/2004,2004.0,1
Cotton leafroll dwarf virus,2004.0,14
Pestivirus I,2004.0,2
Tai Forest alphavirus,2004.0,2
Verbena latent virus,2004.0,2
Mayaro virus,2004.0,1
Capsicum chlorosis orthotospovirus,2004.0,5
Tai Forest coronavirus,2004.0,1
Tomato yellow leaf curl China virus,2004.0,1
Tomato yellow leaf curl Sardinia virus,2004.0,11
Alphapapillomavirus 3,2004.0,41
Sugarcane bacilliform virus,2004.0,14
Toscana phlebovirus,2004.0,5
Singapore grouper iridovirus,2004.0,4
Johnsongrass mosaic virus,2004.0,1
Sindbis virus,2004.0,1
Bat astrovirus 1,2004.0,23
Gyrovirus 10,2004.0,9
Gyrovirus homsa4,2004.0,2
Jemez Springs virus,2004.0,4
Haemophilus phage SuMu,2004.0,2
Citrus tristeza virus,2004.0,12
Artemisia virus A,2004.0,2
Anopheles flavivirus,2004.0,2
West Nile virus,2004.0,290
Jatropha mosaic virus,2004.0,7
Japanese encephalitis virus,2004.0,60
Simian immunodeficiency virus,2004.0,743
Jamestown Canyon orthobunyavirus,2004.0,12
Simian foamy virus,2004.0,12
Hantaan orthohantavirus,2004.0,18
Hantavirus Akm6903,2004.0,1
Hantavirus Oln6469,2004.0,2
Hantavirus Oln6470,2004.0,1
Yellow fever virus,2004.0,9
Hantavirus strain Akm6943,2004.0,1
Simian adenovirus B,2004.0,3
Sika deer copiparvovirus,2004.0,6
Jonchet jonvirus,2004.0,17
Juquitiba virus,2004.0,1
Kamiti River virus,2004.0,1
Guaroa orthobunyavirus,2004.0,5
Gremmeniella abietina mitochondrial RNA virus S14,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S15,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S16,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S17,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S18,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S19,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S20,2004.0,1
Ovine progressive pneumonia virus,2004.0,64
Gremmeniella abietina mitochondrial RNA virus S24,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S25,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S26,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S27,2004.0,1
Sida yellow net virus,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S28,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S30,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S31,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S32,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S6,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S7,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S8,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S9,2004.0,1
Monkeypox virus,2004.0,16
Ugandan cassava brown streak virus,2004.0,6
Bat astrovirus Rf/Hubei/273/2004,2004.0,1
Piscine novirhabdovirus,2004.0,94
Puumala orthohantavirus,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S29,2004.0,1
Gremmeniella abietina mitochondrial RNA virus S13,2004.0,1
Helenium virus S,2004.0,1
Panine alphaherpesvirus 3,2004.0,2
Papiine alphaherpesvirus 2,2004.0,1
Bagaza virus,2004.0,2
White spot syndrome virus,2004.0,78
unidentified adenovirus,2004.0,12
Hokkaido virus,2004.0,10
Hooded seal herpesvirus,2004.0,1
Whitewater Arroyo mammarenavirus,2004.0,2
Infectious spleen and kidney necrosis virus,2004.0,30
Infectious pancreatic necrosis virus,2004.0,21
Porcine reproductive and respiratory syndrome virus,2004.0,1377
Infectious flacherie virus,2004.0,2
Infectious bursal disease virus,2004.0,101
Bacillus virus Bcp1,2004.0,2
Porcine picobirnavirus,2004.0,9
Indian cassava mosaic virus,2004.0,1
Impatiens necrotic spot orthotospovirus,2004.0,1
Scylla serrata reovirus SZ-2007,2004.0,12
Imjin thottimvirus,2004.0,2
Sheeppox virus,2004.0,2
Ictalurid rhabdovirus,2004.0,2
Iberian fish nodavirus,2004.0,3
Seewis orhtohantavirus,2004.0,6
Hyposoter fugitivus ichnovirus,2004.0,9
Sefomo virus,2004.0,3
Bacillus phage Chedec 11,2004.0,1
Influenza A virus,2004.0,8291
Hibiscus chlorotic ringspot virus,2004.0,1
Heterobasidion partitivirus 13,2004.0,2
Banana bunchy top virus,2004.0,8
Sida golden yellow vein virus,2004.0,2
Sida golden mosaic Buckup virus,2004.0,4
Sicinivirus A,2004.0,2
Barley yellow dwarf virus PAV,2004.0,7
uncultured virus,2004.0,104
Barley yellow dwarf virus PAS,2004.0,39
Wheat dwarf virus,2004.0,2
Barley yellow dwarf virus MAV,2004.0,4
Hepacivirus C,2004.0,8945
Citrus leaf blotch virus,2004.0,12
Mullus barbatus betanodavirus,2004.0,8
Adeno-associated virus,2004.0,7
Chili leaf curl betasatellite,2004.0,16
Hepatitis B virus,2004.0,4603
Wheat streak mosaic virus,2004.0,3
Influenza C virus,2004.0,74
Hepatovirus A,2004.0,53
Banana streak virus,2004.0,6
Punta Toro phlebovirus,2004.0,6
Hepatovirus E,2004.0,2
Herbert herbevirus,2004.0,42
Influenza B virus,2004.0,1215
Herpesviridae sp.,2004.0,1
Heterobasidion ambi-like virus 1,2004.0,1
Heterobasidion orthocurvulavirus,2004.0,1
Papaya ringspot virus,2004.0,2
Hepatitis delta virus,2004.0,33
Gremmeniella abietina mitochondrial RNA virus S12,2004.0,1
Tula orthohantavirus,2004.0,3
Ovine gammaherpesvirus 2,2004.0,10
Okra yellow mosaic Mexico virus,2004.0,2
Potato virus Y,2004.0,110
Olive mild mosaic virus,2004.0,1
Soybean yellow mottle mosaic virus,2004.0,7
Soybean yellow common mosaic virus,2004.0,2
Omsk hemorrhagic fever virus,2004.0,5
Garlic virus C,2004.0,1
Onion yellow dwarf virus,2004.0,3
Soybean mosaic virus,2004.0,18
Listeria phage 20422-1,2004.0,11
Opium poppy mosaic virus,2004.0,1
Lily mottle virus,2004.0,2
Potato virus X,2004.0,1
Orf virus,2004.0,21
Lettuce mosaic virus,2004.0,10
Youcai mosaic virus,2004.0,1
Lettuce mild yellows virus,2004.0,2
African cassava mosaic virus,2004.0,33
Perch perhabdovirus,2004.0,1
Ornithogalum virus 3,2004.0,1
Beet pseudoyellows virus,2004.0,2
Beet necrotic yellow vein virus,2004.0,2
Giessen reptarenavirus,2004.0,1
Ungulate copiparvovirus 2,2004.0,1
Beet curly top Iran virus,2004.0,1
African horse sickness virus,2004.0,277
Galliform aveparvovirus 1,2004.0,1
Spilikins virus,2004.0,3
Gallid alphaherpesvirus 2,2004.0,7
Nipah henipavirus,2004.0,10
Fowl aviadenovirus E,2004.0,35
Fowlpox virus,2004.0,1
Chicken astrovirus 2,2004.0,1
Salmon pancreas disease virus,2004.0,1
Lyssavirus rabies,2004.0,2
uncultured enterovirus,2004.0,6
North American arenavirus strain F0190012,2004.0,1
Ungulate protoparvovirus 1,2004.0,3
Norwalk virus,2004.0,614
Frog virus 3,2004.0,1
Squash vein yellowing virus,2004.0,4
Oropouche orthobunyavirus,2004.0,11
Rabbit hemorrhagic disease virus,2004.0,18
Notopteran flavi-related virus,2004.0,1
Nounane virus,2004.0,1
Furcraea necrotic streak virus,2004.0,2
Novirhabdovirus salmonid,2004.0,5
Squash mosaic virus,2004.0,1
Lymantria dispar multiple nucleopolyhedrovirus,2004.0,3
African swine fever virus,2004.0,43
Squash leaf curl China virus,2004.0,1
uncultured marine RNA virus,2004.0,3
Spiranthes mosaic virus 3,2004.0,3
Gallid alphaherpesvirus 1,2004.0,17
Potato yellow mosaic virus,2004.0,9
Lymphocytic choriomeningitis mammarenavirus,2004.0,3
Gill-associated virus,2004.0,18
Leishmania RNA virus 2,2004.0,3
Orthobunyavirus sp.,2004.0,15
Anseriform dependoparvovirus 1,2004.0,1
Ostreid herpesvirus 1,2004.0,1
Chicken proventriculitis virus,2004.0,1
Lactococcus phage ul36.t1k1,2004.0,1
Lactococcus phage ul36.t1,2004.0,1
Lactococcus phage ul36.k1t1,2004.0,1
Lactococcus phage ul36.k1,2004.0,1
Lactococcus phage phismq86,2004.0,1
Sandfly fever Naples phlebovirus,2004.0,3
Sangassou orthohantavirus,2004.0,9
La Crosse orthobunyavirus,2004.0,102
Potato virus A,2004.0,1
RIOMV-3 Hantavirus,2004.0,2
Gouleako goukovirus,2004.0,33
Ungulate bocaparvovirus 5,2004.0,2
Grapevine fanleaf virus,2004.0,1
Kobuvirus sewage Aichi,2004.0,3
Aedes japonicus narnavirus 1,2004.0,1
Sapelovirus A,2004.0,40
Grapevine red blotch virus,2004.0,2
Sapovirus sp.,2004.0,4
Mumps orthorubulavirus,2004.0,118
Sapporo virus,2004.0,34
Sassandra virus,2004.0,1
Aedes flavivirus,2004.0,7
Pepper veinal mottle virus,2004.0,1
Goutanap virus,2004.0,7
Pepper mild mottle virus,2004.0,1
Chicken proventricular necrosis virus,2004.0,4
Laguna Negra orthohantavirus,2004.0,1
Sorghum mosaic virus,2004.0,2
Leek yellow stripe virus,2004.0,2
Lassa mammarenavirus,2004.0,32
Bean common mosaic virus,2004.0,11
Orthohepevirus A,2004.0,187
Songling virus,2004.0,1
Picobirnavirus pig/114/ARG/2004,2004.0,1
Beak and feather disease virus,2004.0,63
Picobirnavirus pig/98/ARG/2004,2004.0,1
Potato virus S,2004.0,2
Picobirnavirus rabbit/BRA-01/2004,2004.0,16
Bavaria virus,2004.0,2
Lagos bat lyssavirus,2004.0,8
Batai orthobunyavirus,2004.0,3
Solenopsis invicta virus 1,2004.0,2
Solea solea betanodavirus,2004.0,2
Solea senegalensis betanodavirus,2004.0,2
Salmonid novirhabdovirus,2004.0,12
Andes orthohantavirus,2004.0,28
Potato virus M,2004.0,1
Sodalis virus SO1,2004.0,2
Chicken picornavirus,2004.0,1
Orthopteran scindoambidensovirus 1,2004.0,1
Small ruminant morbillivirus,2004.0,16
Bat mastadenovirus,2004.0,3
Small anellovirus,2004.0,6
Lammi virus,2004.0,1
Porcine parvovirus 2,2004.0,9
Senegalese sole Iberian betanodavirus,2004.0,2
Human rhinovirus sp.,2004.0,74
Human rhinovirus K1206_290704,2004.0,1
Human rhinovirus K1091_301104,2004.0,1
Moussa mousrhavirus,2004.0,3
Avian metaavulavirus 2,2004.0,2
Human betaherpesvirus 5,2004.0,129
Porcine epidemic diarrhea virus,2004.0,4
Human rhinovirus A2086_271204,2004.0,1
Human rhinovirus A2039_171204,2004.0,1
Parvovirus 4-like MK-2012,2004.0,1
Human betaherpesvirus 6B,2004.0,2
Avian coronavirus,2004.0,85
Human respirovirus 3,2004.0,29
Pepper golden mosaic virus,2004.0,37
Human bocavirus,2004.0,18
Human coronavirus 229E,2004.0,15
Chimpanzee stool associated circular ssDNA virus,2004.0,4
Human coronavirus HKU1,2004.0,25
Human respirovirus 1,2004.0,6
Human coronavirus NL63,2004.0,7
Mouse mammary tumor virus,2004.0,6
Paslahepevirus balayani,2004.0,2
Human coronavirus NO,2004.0,9
Paspalum dilatatum striate mosaic virus,2004.0,3
Paspalum striate mosaic virus,2004.0,4
Seoul orthohantavirus,2004.0,10
Human astrovirus,2004.0,27
Pepper huasteco yellow vein virus,2004.0,33
Human associated cyclovirus 8,2004.0,2
Avian metapneumovirus,2004.0,12
Human rhinovirus NH144,2004.0,1
Human rhinovirus NH143,2004.0,1
Human rhinovirus NH114,2004.0,1
Shallot yellow stripe virus,2004.0,3
Avihepatovirus A,2004.0,11
Cimo flavivirus IV,2004.0,1
Cimo flavivirus III,2004.0,1
Cimo flavivirus II,2004.0,1
Human adenovirus sp.,2004.0,2
Cimo flavivirus I,2004.0,2
Shallot latent virus,2004.0,1
Mud crab virus,2004.0,2
Turnip mosaic virus,2004.0,20
Avian orthoreovirus,2004.0,11
Parechovirus A,2004.0,290
Human alphaherpesvirus 1,2004.0,45
Parietaria mottle virus,2004.0,2
Avian orthoavulavirus 1,2004.0,191
Human alphaherpesvirus 2,2004.0,46
Pepper leaf curl Lahore virus,2004.0,3
Human alphaherpesvirus 3,2004.0,2
Human rhinovirus K1449_260104,2004.0,1
Chimpanzee associated cyclovirus 1,2004.0,2
Human associated cyclovirus 10,2004.0,4
Chimpanzee associated porprismacovirus 2,2004.0,2
Anguillid perhabdovirus,2004.0,6
Avian orthoavulavirus 9,2004.0,1
Passiflora latent virus,2004.0,2
Porcine circovirus-like virus P1,2004.0,1
Human polyomavirus 8,2004.0,1
Porcine bocavirus 4,2004.0,1
Pedilanthus leaf curl virus,2004.0,2
Human mastadenovirus D,2004.0,23
Moumo virus,2004.0,1
Mosinovirus,2004.0,2
Asian Narcissus potyvirus,2004.0,1
Human mastadenovirus E,2004.0,6
Porcine bocavirus,2004.0,1
Human mastadenovirus F,2004.0,92
Human polyomavirus 2,2004.0,13
Artogeia rapae granulovirus,2004.0,1
Pegivirus C,2004.0,45
Severe acute respiratory syndrome-related coronavirus,2004.0,1
Human metapneumovirus,2004.0,70
Pegivirus H,2004.0,3
Abalone herpesvirus Taiwan/2004,2004.0,5
Human orthopneumovirus,2004.0,380
Chronic bee paralysis virus,2004.0,9
Human polyomavirus 10,2004.0,2
Chosvirus KM23C739,2004.0,1
Penaeid shrimp infectious myonecrosis virus,2004.0,1
Human orthorubulavirus 4,2004.0,27
Human papillomavirus,2004.0,1
Human picobirnavirus,2004.0,6
Turnip yellows virus,2004.0,1
Chloris striate mosaic virus,2004.0,3
Human polyomavirus 11,2004.0,4
Human rhinovirus NH151,2004.0,1
Human polyomavirus 4,2004.0,1
Phasi Charoen-like phasivirus,2004.0,1
Human enterovirus A2119_091204,2004.0,1
Human enterovirus G0404R,2004.0,1
Human enterovirus G0404S,2004.0,1
Avastrovirus 3,2004.0,2
Avastrovirus 2,2004.0,2
Human enterovirus K1105_171204,2004.0,1
Avastrovirus 1,2004.0,5
Human gammaherpesvirus 4,2004.0,15
Human gammaherpesvirus 8,2004.0,9
Porcine circovirus 3,2004.0,1
Human immunodeficiency virus,2004.0,321
Morogoro mammarenavirus,2004.0,16
Human mastadenovirus C,2004.0,85
Acidianus two-tailed virus variant 1,2004.0,1
Human immunodeficiency virus 1,2004.0,28427
Human immunodeficiency virus 2,2004.0,128
Morone saxatilis nervous necrosis virus,2004.0,1
Pepino mosaic virus,2004.0,3
Astrovirus MLB3,2004.0,2
Human mammary tumor virus,2004.0,12
Chrysanthemum virus B,2004.0,1
Human mastadenovirus A,2004.0,2
Astrovirus MLB1,2004.0,6
Human polyomavirus 5,2004.0,3
Astrovirus CDB-2012,2004.0,6
Human mastadenovirus B,2004.0,76
Porcine circovirus 2,2004.0,36
Nienokoue virus,2004.0,4
Human rhinovirus NH152,2004.0,1
Human rhinovirus NH163,2004.0,1
Human rhinovirus NH71,2004.0,1
Human rhinovirus NH70,2004.0,1
Human rhinovirus NH62,2004.0,1
Human rhinovirus NH53,2004.0,1
Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,2004.0,1
Human rhinovirus NH4545,2004.0,1
Human rhinovirus NH4520,2004.0,1
Human rhinovirus NH4508,2004.0,1
Human rhinovirus NH4479,2004.0,1
Human rhinovirus NH4443,2004.0,1
Human rhinovirus NH4382,2004.0,1
Human rhinovirus NH4367,2004.0,1
Human rhinovirus NH4347,2004.0,1
Human rhinovirus NH4331,2004.0,1
Human rhinovirus NH4299,2004.0,1
Human rhinovirus NH4215,2004.0,1
Human rhinovirus NH42,2004.0,1
Human rhinovirus NH4145,2004.0,1
Human rhinovirus NH4130,2004.0,1
Avipoxvirus sp.,2004.0,1
Human rhinovirus NH4111,2004.0,1
Human rhinovirus NH4065,2004.0,1
Human rhinovirus NH4054,2004.0,1
Human rhinovirus NH4032,2004.0,1
Human rhinovirus NH4019,2004.0,1
Human rhinovirus NH94,2004.0,1
Human rhinovirus Nh335,2004.0,1
Cimo flavivirus V,2004.0,1
Cimo flavivirus VI,2004.0,1
Chilli leaf curl virus,2004.0,1
Cimodo virus,2004.0,41
Chilli ringspot virus,2004.0,2
Cimo rhabdovirus V,2004.0,1
Cimo rhabdovirus IV,2004.0,1
Cimo rhabdovirus III,2004.0,1
Cimo rhabdovirus II,2004.0,1
Cimo rhabdovirus I,2004.0,1
Cimo phenuivirus VI,2004.0,1
Cimo phenuivirus V,2004.0,1
Cimo phenuivirus IV,2004.0,1
Chilli veinal mottle virus,2004.0,3
Human rhinovirus NH4010,2004.0,1
Cimo phenuivirus III,2004.0,1
Cimo phenuivirus I,2004.0,1
Cimo peribunyavirus III,2004.0,1
Cimo peribunyavirus II,2004.0,2
Cimo peribunyavirus I,2004.0,2
Cimo iflavirus III,2004.0,1
Cimo iflavirus II,2004.0,1
Cimo iflavirus I,2004.0,1
Cimo flavivirus XI,2004.0,1
Cimo flavivirus X,2004.0,1
Cimo flavivirus VIII,2004.0,1
Tursiops truncatus gammaherpesvirus,2004.0,1
Cimo flavivirus VII,2004.0,1
Cimo phenuivirus II,2004.0,1
Human rhinovirus NH3994,2004.0,1
Human rhinovirus NH3963,2004.0,1
Human rhinovirus NH3952,2004.0,1
Human rhinovirus NH3285,2004.0,1
Human rhinovirus NH3271,2004.0,1
Human rhinovirus NH3131,2004.0,1
Human rhinovirus NH309,2004.0,1
Human rhinovirus NH3039,2004.0,1
Human rhinovirus NH3030,2004.0,1
Human rhinovirus NH294,2004.0,1
Human rhinovirus NH290,2004.0,1
Human rhinovirus NH287,2004.0,1
Human rhinovirus NH281,2004.0,1
Human rhinovirus NH280,2004.0,1
Human rhinovirus NH263,2004.0,1
Avipoxvirus OKr-2014,2004.0,1
Human rhinovirus NH253,2004.0,1
Human rhinovirus NH247,2004.0,1
Human rhinovirus NH244,2004.0,1
Human rhinovirus NH243,2004.0,1
Human rhinovirus NH226,2004.0,1
Human rhinovirus NH219,2004.0,1
Human rhinovirus NH210,2004.0,1
Cimo flavivirus IX,2004.0,1
Human rhinovirus NH209,2004.0,1
Avipoxvirus BL-2012,2004.0,1
Human rhinovirus NH207,2004.0,1
Human rhinovirus NH206,2004.0,1
Human rhinovirus NH204,2004.0,1
Human rhinovirus NH248,2004.0,1
Human rhinovirus NH156,2004.0,1
Human rhinovirus NH329,2004.0,1
Human rhinovirus NH3328,2004.0,1
Human rhinovirus NH3924,2004.0,1
Human rhinovirus NH3908,2004.0,1
Human rhinovirus NH3866,2004.0,1
Human rhinovirus NH385,2004.0,1
Human rhinovirus NH384,2004.0,1
Human rhinovirus NH379,2004.0,1
Human rhinovirus NH3750,2004.0,1
Human rhinovirus NH3736,2004.0,1
Avipoxvirus isolate Chile,2004.0,2
Human rhinovirus NH3691,2004.0,1
Human rhinovirus NH3671,2004.0,1
Avipoxvirus isolate California,2004.0,2
Human rhinovirus NH3308,2004.0,1
Human rhinovirus NH3650,2004.0,1
Human rhinovirus NH3629,2004.0,1
Avipoxvirus isolate Antarctica,2004.0,2
Human rhinovirus NH361,2004.0,1
Human rhinovirus NH3600,2004.0,1
Human rhinovirus NH358,2004.0,1
Human rhinovirus NH357,2004.0,1
Human rhinovirus NH3555,2004.0,1
Human rhinovirus NH3500,2004.0,1
Human rhinovirus NH3463,2004.0,1
Human rhinovirus NH336,2004.0,1
Human rhinovirus NH3359,2004.0,1
Human rhinovirus NH334,2004.0,1
Human rhinovirus NH363,2004.0,1
Fowl aviadenovirus D,2004.0,50
Phocid gammaherpesvirus 3,2004.0,3
Feline leukemia virus,2004.0,2
uncultured Mediterranean phage uvDeep-CGR2-KM19-C37,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM20-C133,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM21-C338,2004.0,1
Mamastrovirus 1,2004.0,88
Watermelon mosaic virus,2004.0,3
Betacoronavirus 1,2004.0,32
Macroptilium golden mosaic virus,2004.0,4
European bat 1 lyssavirus,2004.0,10
uncultured Mediterranean phage uvDeep-CGR2-KM21-C345,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM21-C368,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM21-C88,2004.0,1
Chicken anemia virus,2004.0,7
European bat 2 lyssavirus,2004.0,3
uncultured Mediterranean phage uvDeep-CGR2-KM22-C255,2004.0,1
Steller sea lion vesivirus,2004.0,2
uncultured Mediterranean phage uvDeep-CGR2-KM19-C269,2004.0,1
Foot-and-mouth disease virus,2004.0,230
Sugarcane streak mosaic virus,2004.0,2
Fort Morgan virus,2004.0,89
Fowl aviadenovirus A,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM18-C74,2004.0,1
Sudan ebolavirus,2004.0,4
Rubivirus rubellae,2004.0,43
Sugarcane bacilliform Guadeloupe A virus,2004.0,2
Primate tetraparvovirus 1,2004.0,11
Fowl adenovirus DDO-2007,2004.0,20
Bitter gourd yellow vein virus,2004.0,1
Maize dwarf mosaic virus,2004.0,31
Euphorbia mosaic virus,2004.0,1
Coronavirus HKU15,2004.0,1
Plum pox virus,2004.0,67
Sugarcane mosaic virus,2004.0,6
Mini PCV-like virus,2004.0,1
uncultured Mediterranean phage uvDeep-CGR2-KM19-C184,2004.0,1
Malvastrum yellow vein virus,2004.0,3
Betaarterivirus suid 2,2004.0,40
New Jersey vesiculovirus,2004.0,12
uncultured Mediterranean phage uvDeep-CGR2-KM23-C198,2004.0,1
Primate erythroparvovirus 1,2004.0,42
Myxoma virus,2004.0,78
Feline immunodeficiency virus,2004.0,40
Ungulate tetraparvovirus 2,2004.0,1
uncultured T7-like podovirus,2004.0,55
Primate bocaparvovirus 1,2004.0,2
Feline parvovirus,2004.0,5
Apple stem grooving virus,2004.0,7
Feline rotavirus,2004.0,11
Ferak feravirus,2004.0,27
Triatoma virus,2004.0,2
Suid alphaherpesvirus 1,2004.0,5
Mammalian orthoreovirus,2004.0,30
Aichivirus A,2004.0,32
Salmon isavirus,2004.0,16
Mammalian 1 orthobornavirus,2004.0,1
Flanders hapavirus,2004.0,13
uncultured N4 virus,2004.0,68
Flavivirus AV-2011/Spain,2004.0,2
Macrobrachium rosenbergii nodavirus,2004.0,2
Sacbrood virus,2004.0,1
Picobirnavirus dog/BR-02/BRA/2004,2004.0,1
Saccharomyces cerevisiae virus LBCLa,2004.0,1
Picobirnavirus dog/BR-01/BRA/2004,2004.0,1
Faba bean necrotic yellows virus,2004.0,2
Sweet potato feathery mottle virus,2004.0,4
uncultured Mediterranean phage uvDeep-CGR2-KM23-C246,2004.0,1
European brown hare syndrome virus,2004.0,5
Marine RNA virus SOG,2004.0,2
uncultured Mediterranean phage uvDeep-CGR2-KM24-C26,2004.0,1
uncultured Mediterranean phage uvDeep1-CGR2-KM23-C896,2004.0,1
Felid alphaherpesvirus 1,2004.0,1
Saint Louis encephalitis virus,2004.0,3
Chicken astrovirus,2004.0,9
Bluetongue virus,2004.0,159
Feline calicivirus,2004.0,2
uncultured Mediterranean phage uvDeep-CGR2-KM24-C165,2004.0,1
Wanken orbivirus,2004.0,10
Primate bocaparvovirus 2,2004.0,3
