Species,Collection_Date,Count
Norwalk virus,1986.0,43
Sapporo virus,1986.0,1
Avian coronavirus,1986.0,10
Potato virus S,1986.0,1
Orthohepevirus A,1986.0,3
Phthorimaea operculella granulovirus,1986.0,1
Cyanophage Syn2,1986.0,201
Cyanophage Syn10,1986.0,205
California encephalitis orthobunyavirus,1986.0,11
Tyuleniy virus,1986.0,1
Vesicular stomatitis virus,1986.0,6
Rubivirus rubellae,1986.0,5
Parechovirus A,1986.0,14
Yellow fever virus,1986.0,8
Eastern equine encephalitis virus,1986.0,8
Tobacco yellow dwarf virus,1986.0,12
Hepatitis delta virus,1986.0,2
Batai orthobunyavirus,1986.0,7
Bovine respirovirus 3,1986.0,3
Lagos bat lyssavirus,1986.0,5
European bat 1 lyssavirus,1986.0,39
Palyam virus,1986.0,20
Aguacate phlebovirus,1986.0,4
Euproctis digramma nucleopolyhedrovirus,1986.0,149
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1986.0,162
Cucumber mosaic virus,1986.0,5
Rabies lyssavirus,1986.0,145
Maize streak virus,1986.0,6
Tick-borne encephalitis virus,1986.0,36
Turkey siadenovirus A,1986.0,1
Potato virus A,1986.0,2
Mason-Pfizer monkey virus,1986.0,4
Rabbit hemorrhagic disease virus,1986.0,1
Tomato blistering mosaic tymovirus,1986.0,3
Potato virus Y,1986.0,1
Carp sprivivirus,1986.0,1
Bovine fever ephemerovirus,1986.0,2
Human alphaherpesvirus 3,1986.0,74
European bat 2 lyssavirus,1986.0,8
Sacbrood virus,1986.0,1
Human mastadenovirus E,1986.0,38
Escherichia virus wV8,1986.0,280
Alfalfa mosaic virus,1986.0,1
Carnivore protoparvovirus 1,1986.0,17
Hepacivirus C,1986.0,258
Velvet tobacco mottle virus,1986.0,11
Kunsagivirus C,1986.0,2
Cypovirus 1,1986.0,12
Erinnyis ello granulovirus,1986.0,260
Tomato mosaic virus,1986.0,1
Gallid alphaherpesvirus 2,1986.0,166
Zaliv Terpeniya uukuvirus,1986.0,4
Komandory virus,1986.0,4
Human metapneumovirus,1986.0,1
Hepatitis B virus,1986.0,36
Aino orthobunyavirus,1986.0,20
Human orthopneumovirus,1986.0,126
Anadyr orthobunyavirus,1986.0,16
Tulip breaking virus,1986.0,4
Pepper mild mottle virus,1986.0,2
Puumala orthohantavirus,1986.0,7
Anguillid perhabdovirus,1986.0,16
Duvenhage lyssavirus,1986.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,1986.0,6
Simian immunodeficiency virus,1986.0,22
Potato leafroll virus,1986.0,2
Louping ill virus,1986.0,1
Foot-and-mouth disease virus,1986.0,7
Infectious bursal disease virus,1986.0,2
Human mastadenovirus D,1986.0,227
Salmonid novirhabdovirus,1986.0,2
Human polyomavirus 1,1986.0,7
Piscine novirhabdovirus,1986.0,26
Thetaarterivirus mikelba 1,1986.0,156
Potato yellowing virus,1986.0,15
Pepper mild mottle virus,1987.0,4
Mokola lyssavirus,1987.0,2
Frog virus 3,1987.0,1
Hepatitis B virus,1987.0,49
Human mastadenovirus B,1987.0,96
Parapoxvirus of red deer in New Zealand,1987.0,3
Pestivirus D,1987.0,2
Norwalk virus,1987.0,83
Alphacoronavirus 1,1987.0,8
Sweet potato C6 virus,1987.0,10
Human immunodeficiency virus 2,1987.0,9
Enterovirus A,1987.0,4
Apple stem grooving virus,1987.0,4
Avian orthoreovirus,1987.0,1
Human metapneumovirus,1987.0,1
Foot-and-mouth disease virus,1987.0,35
Teschovirus A,1987.0,1
Synechococcus virus PSSP2,1987.0,112
Changuinola virus,1987.0,2
Anadyr orthobunyavirus,1987.0,28
Palyam virus,1987.0,34
Piscine novirhabdovirus,1987.0,19
Human betaherpesvirus 6A,1987.0,88
Orf virus,1987.0,3
Salmonella virus SETP3,1987.0,134
Human mastadenovirus C,1987.0,97
Chilli veinal mottle virus,1987.0,2
Ross River virus,1987.0,2
Saccharomyces paradoxus L-A virus M45 satellite,1987.0,1
European bat 2 lyssavirus,1987.0,5
Cherry leaf roll virus,1987.0,4
Human immunodeficiency virus 1,1987.0,1211
Saccharomyces paradoxus virus L-A-45,1987.0,2
Synechococcus virus Syn30,1987.0,418
African horse sickness virus,1987.0,11
Betacoronavirus 1,1987.0,50
Cryphonectria hypovirus 1,1987.0,2
Human coronavirus NL63,1987.0,7
Crimean-Congo hemorrhagic fever orthonairovirus,1987.0,20
Suid alphaherpesvirus 1,1987.0,8
Vibrio phage pre-CTX,1987.0,28
Duck atadenovirus A,1987.0,2
Hepacivirus C,1987.0,68
Ectromelia virus,1987.0,183
Enterovirus B,1987.0,6
Parechovirus A,1987.0,12
Marburg marburgvirus,1987.0,49
Tomato black ring virus,1987.0,2
Japanese encephalitis virus,1987.0,12
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1987.0,318
Aichivirus A,1987.0,39
Avian coronavirus,1987.0,15
Rabies lyssavirus,1987.0,65
Anguillid perhabdovirus,1987.0,6
Small ruminant morbillivirus,1987.0,3
Rift Valley fever phlebovirus,1987.0,32
Maize yellow dwarf virus RMV,1987.0,13
Dengue virus,1987.0,51
Influenza B virus,1987.0,11
Tomato ringspot virus,1987.0,1
Peaton orthobunyavirus,1987.0,4
Maize streak virus,1987.0,82
Avipoxvirus isolate Hawaii,1987.0,4
African swine fever virus,1987.0,8
Potato virus A,1987.0,2
Bluetongue virus,1987.0,35
Tobacco mild green mosaic virus,1987.0,2
Akabane orthobunyavirus,1987.0,6
Tick-borne encephalitis virus,1987.0,12
Avipoxvirus isolate Wisconsin,1987.0,2
Rabbit hemorrhagic disease virus,1987.0,1
Holmes hapavirus,1987.0,20
Deformed wing virus,1987.0,3
Rhinovirus C,1987.0,2
Rinderpest morbillivirus,1987.0,21
Mythimna separata entomopoxvirus,1987.0,1
Tomato aspermy virus,1987.0,5
Hogweed virus 4,1987.0,3
Salmonid novirhabdovirus,1987.0,8
Volepox virus,1987.0,5
Feline immunodeficiency virus,1987.0,3
Torque teno sus virus 1b,1987.0,8
Human mastadenovirus A,1987.0,2
Puumala orthohantavirus,1987.0,3
Cardiovirus B,1987.0,4
Mumps orthorubulavirus,1987.0,10
Enterovirus C,1987.0,14
Batai orthobunyavirus,1987.0,1
Hepatitis delta virus,1987.0,1
Grapevine polerovirus 1,1987.0,5
Bovine respirovirus 3,1987.0,6
European bat 1 lyssavirus,1987.0,44
Rhinovirus A,1987.0,4
Influenza A virus,1987.0,1119
Zucchini yellow mosaic virus,1987.0,1
California encephalitis orthobunyavirus,1987.0,31
Flanders hapavirus,1987.0,8
Torque teno sus virus 1a,1987.0,8
Human orthopneumovirus,1987.0,194
Avian orthoavulavirus 1,1987.0,48
Poinsettia mosaic virus,1987.0,2
Porcine epidemic diarrhea virus,1987.0,6
Rotavirus A,1987.0,131
Gamboa orthobunyavirus,1987.0,4
Infectious bursal disease virus,1987.0,2
Gallid alphaherpesvirus 1,1987.0,78
Watermelon mosaic virus,1987.0,3
Yellow fever virus,1987.0,4
Bovine alphaherpesvirus 5,1987.0,2
Pestivirus C,1987.0,3
Reptilian orthoreovirus,1987.0,3
Equid alphaherpesvirus 8,1987.0,1
Rotavirus C,1987.0,1
Indiana vesiculovirus,1987.0,10
Human mastadenovirus D,1987.0,212
Simian immunodeficiency virus,1987.0,9
European brown hare syndrome virus,1987.0,9
Ageratum latent virus,1987.0,1
Equid alphaherpesvirus 1,1987.0,5
Orthohepevirus A,1987.0,1
Mayaro virus,1988.0,3
Elephantid betaherpesvirus 1,1988.0,3
Cauliflower mosaic virus,1988.0,7
Rabbit hemorrhagic disease virus,1988.0,6
Human mastadenovirus B,1988.0,273
Soybean dwarf virus,1988.0,2
Avian metapneumovirus,1988.0,1
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1988.0,4
Dengue virus,1988.0,69
Epizootic haematopoietic necrosis virus,1988.0,100
Duvenhage lyssavirus,1988.0,2
Japanese encephalitis virus,1988.0,9
McMurdo Ice Shelf pond-associated circular DNA virus-5,1988.0,4
Jamestown Canyon orthobunyavirus,1988.0,3
Batai orthobunyavirus,1988.0,5
Chicken astrovirus,1988.0,1
Deformed wing virus,1988.0,3
Avian orthoavulavirus 1,1988.0,17
Piscine orthoreovirus,1988.0,22
European brown hare syndrome virus,1988.0,9
Cryphonectria hypovirus 1,1988.0,3
Bovine respirovirus 3,1988.0,9
Toscana phlebovirus,1988.0,1
Alfalfa mosaic virus,1988.0,4
Piscihepevirus A,1988.0,13
Human mastadenovirus D,1988.0,229
Pepper mild mottle virus,1988.0,1
Influenza C virus,1988.0,17
Oropouche orthobunyavirus,1988.0,20
Hepatitis B virus,1988.0,38
Rotavirus C,1988.0,5
McMurdo Ice Shelf pond-associated circular DNA virus-4,1988.0,6
European bat 1 lyssavirus,1988.0,8
Infectious spleen and kidney necrosis virus,1988.0,2
Norwalk virus,1988.0,62
Avian coronavirus,1988.0,40
Mumps orthorubulavirus,1988.0,4
Rhinovirus A,1988.0,5
Changuinola virus,1988.0,14
Bunyamwera orthobunyavirus,1988.0,8
La Crosse orthobunyavirus,1988.0,2
Enterovirus C,1988.0,151
Saint Louis encephalitis virus,1988.0,1
Hepacivirus C,1988.0,496
Hepatovirus A,1988.0,1
Torque teno sus virus 1a,1988.0,4
Phocine morbillivirus,1988.0,48
Equid alphaherpesvirus 1,1988.0,2
Human immunodeficiency virus 2,1988.0,7
Salmonid novirhabdovirus,1988.0,7
Avipoxvirus isolate Washington,1988.0,2
Aino orthobunyavirus,1988.0,14
Wyeomyia orthobunyavirus,1988.0,3
Influenza A virus,1988.0,1075
Infectious bursal disease virus,1988.0,1
Sheeppox virus,1988.0,5
Tick-borne encephalitis virus,1988.0,29
Influenza B virus,1988.0,22
Madariaga virus,1988.0,2
Alphacoronavirus 1,1988.0,9
Tomato chlorotic spot orthotospovirus,1988.0,5
Orthohepevirus A,1988.0,5
Alphapapillomavirus 9,1988.0,2
Broad bean wilt virus 1,1988.0,6
Lumpy skin disease virus,1988.0,2
Alphaarterivirus equid,1988.0,1
Canine morbillivirus,1988.0,8
Rabies lyssavirus,1988.0,40
Foot-and-mouth disease virus,1988.0,44
Human metapneumovirus,1988.0,2
Suid alphaherpesvirus 1,1988.0,14
Small ruminant morbillivirus,1988.0,1
Human immunodeficiency virus 1,1988.0,768
McMurdo Ice Shelf pond-associated circular DNA virus-2,1988.0,8
Tomato necrotic dwarf virus,1988.0,7
Bovine fever ephemerovirus,1988.0,10
Carpione rhabdovirus,1988.0,6
Human betaherpesvirus 6A,1988.0,250
Tomato black ring virus,1988.0,2
Human alphaherpesvirus 3,1988.0,296
Bluetongue virus,1988.0,58
Lyssavirus rabies,1988.0,3
Leptospira virus LE3,1988.0,166
Human alphaherpesvirus 1,1988.0,6
West Nile virus,1988.0,3
Leptospira virus LE4,1988.0,162
Great Island virus,1988.0,1
Musa ornata associated banmivirus,1988.0,5
Coconut foliar decay alphasatellite 6,1988.0,2
Pinniped erythroparvovirus 1,1988.0,4
McMurdo Ice Shelf pond-associated circular DNA virus-3,1988.0,4
East Asian Passiflora virus,1988.0,13
McMurdo Ice Shelf pond-associated circular DNA virus-6,1988.0,6
Bagaza virus,1988.0,1
Human orthopneumovirus,1988.0,127
Rinderpest morbillivirus,1988.0,42
Feline immunodeficiency virus,1988.0,4
Senecavirus A,1988.0,8
Rotavirus A,1988.0,563
Betacoronavirus 1,1988.0,10
Avian metaavulavirus 2,1988.0,2
McMurdo Ice Shelf pond-associated circular DNA virus-7,1988.0,4
Spartina mottle virus,1988.0,4
Eastern equine encephalitis virus,1988.0,2
Yellow fever virus,1988.0,1
Carp sprivivirus,1988.0,2
Tomato aspermy virus,1988.0,5
McMurdo Ice Shelf pond-associated circular DNA virus-8,1988.0,6
Piscine novirhabdovirus,1988.0,6
Human mastadenovirus C,1988.0,54
Akabane orthobunyavirus,1988.0,6
Bovine alphaherpesvirus 5,1988.0,1
Peanut stunt virus,1988.0,5
Pestivirus C,1988.0,2
Crimean-Congo hemorrhagic fever orthonairovirus,1988.0,29
African horse sickness virus,1988.0,3
Rift Valley fever phlebovirus,1988.0,3
Human rhinovirus sp.,1988.0,1
Infectious pancreatic necrosis virus,1988.0,2
Rubivirus rubellae,1988.0,2
Cetacean morbillivirus,1988.0,6
Maize streak virus,1988.0,18
Human immunodeficiency virus,1988.0,13
Candiru phlebovirus,1988.0,4
Anadyr orthobunyavirus,1988.0,20
California encephalitis orthobunyavirus,1988.0,89
Monkeypox virus,1988.0,177
Groundnut ringspot orthotospovirus,1988.0,5
Alphapapillomavirus 7,1988.0,2
Sweet potato collusive virus,1988.0,8
Tacaiuma orthobunyavirus,1988.0,1
African swine fever virus,1988.0,26
McMurdo Ice Shelf pond-associated circular DNA virus-1,1988.0,6
Feline foamy virus,1988.0,2
Orchid fleck dichorhavirus,1988.0,3
Coconut foliar decay alphasatellite 1,1988.0,2
Parechovirus A,1988.0,1
Anseriform dependoparvovirus 1,1988.0,4
Cachoeira Porteira orthobunyavirus,1988.0,2
Pegivirus C,1988.0,1
Torque teno sus virus 1b,1988.0,12
Chikungunya virus,1988.0,5
Banmivirus BanMMV,1988.0,20
Ross River virus,1988.0,4
Human betaherpesvirus 6B,1988.0,899
Enterovirus B,1988.0,19
Orthohepevirus A,1989.0,1
Peanut stunt virus,1989.0,20
Oxyplax ochracea nucleopolyhedrovirus,1989.0,248
Anguillid perhabdovirus,1989.0,3
Potato virus A,1989.0,2
Dengue virus,1989.0,43
Wesselsbron virus,1989.0,3
Dahonggou Creek virus,1989.0,1
European brown hare syndrome virus,1989.0,1
Aichivirus A,1989.0,11
Kama virus,1989.0,2
Bovine respirovirus 3,1989.0,6
Tick-borne encephalitis virus,1989.0,33
Potato virus Y,1989.0,2
Human immunodeficiency virus,1989.0,51
Aurora borealis virus 3,1989.0,4
Eastern equine encephalitis virus,1989.0,4
Torque teno sus virus 1a,1989.0,8
Turkey siadenovirus A,1989.0,1
African swine fever virus,1989.0,35
Tomato spotted wilt orthotospovirus,1989.0,8
Mopeia mammarenavirus,1989.0,1
Mule deerpox virus,1989.0,1
Banana bunchy top virus,1989.0,31
Parechovirus A,1989.0,14
Yellow fever virus,1989.0,2
Fowl aviadenovirus C,1989.0,2
Bluetongue virus,1989.0,84
Potosi orthobunyavirus,1989.0,4
Bracoviriform inaniti,1989.0,71
Leishmania RNA virus 1 - Lg1398,1989.0,2
Tobacco mild green mosaic virus,1989.0,2
Bagaza virus,1989.0,2
New Jersey vesiculovirus,1989.0,5
Senecavirus A,1989.0,9
Torque teno sus virus 1b,1989.0,6
Maize streak virus,1989.0,54
Deltaarterivirus pejah,1989.0,60
Hepatitis B virus,1989.0,110
Small ruminant morbillivirus,1989.0,9
Mumps orthorubulavirus,1989.0,27
Stretch Lagoon orbivirus,1989.0,2
Norwalk virus,1989.0,12
Reston ebolavirus,1989.0,42
Apple stem grooving virus,1989.0,2
Perch perhabdovirus,1989.0,1
Rinderpest morbillivirus,1989.0,28
Aino orthobunyavirus,1989.0,10
Avipoxvirus isolate Texas,1989.0,2
Caprine arthritis encephalitis virus,1989.0,5
Soybean dwarf virus,1989.0,8
Human metapneumovirus,1989.0,11
Influenza B virus,1989.0,12
Rotavirus C,1989.0,4
Pestivirus D,1989.0,2
Ungulate protoparvovirus 1,1989.0,5
Avipoxvirus isolate Wisconsin,1989.0,4
Zika virus,1989.0,1
Influenza C virus,1989.0,4
Rabbit hemorrhagic disease virus,1989.0,4
Deformed wing virus,1989.0,3
Giessen reptarenavirus,1989.0,4
Deltaarterivirus hemfev,1989.0,105
Avian metapneumovirus,1989.0,9
Alphapapillomavirus 9,1989.0,8
Hepatitis delta virus,1989.0,1
African horse sickness virus,1989.0,11
Crimean-Congo hemorrhagic fever orthonairovirus,1989.0,18
Akabane orthobunyavirus,1989.0,2
Human mastadenovirus E,1989.0,1
Infectious pancreatic necrosis virus,1989.0,2
Equid alphaherpesvirus 1,1989.0,151
Rhinovirus B,1989.0,1
Human immunodeficiency virus 1,1989.0,649
Betacoronavirus 1,1989.0,10
California encephalitis orthobunyavirus,1989.0,3
Human coronavirus 229E,1989.0,6
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1989.0,4
Pestivirus C,1989.0,3
Three spot gourami iridovirus,1989.0,116
Japanese encephalitis virus,1989.0,13
Enterovirus A,1989.0,1
Pepper mild mottle virus,1989.0,7
Rachiplusia nu nucleopolyhedrovirus,1989.0,134
Tibrogargan tibrovirus,1989.0,9
Avipoxvirus isolate Florida,1989.0,2
Barley yellow striate mosaic cytorhabdovirus,1989.0,10
Jamestown Canyon orthobunyavirus,1989.0,8
Cassava Torrado-like virus,1989.0,2
Omsk hemorrhagic fever virus,1989.0,1
Infectious bursal disease virus,1989.0,3
Influenza A virus,1989.0,840
Murray Valley encephalitis virus,1989.0,1
Carnivore protoparvovirus 1,1989.0,8
Vibrio phage PWH3a-P1,1989.0,418
Feline rotavirus,1989.0,8
Coconut foliar decay virus,1989.0,6
West Nile virus,1989.0,6
Rotavirus A,1989.0,393
Xinyi virus,1989.0,3
Tomato leaf curl Sudan virus,1989.0,12
Coconut foliar decay alphasatellite R,1989.0,2
Carp sprivivirus,1989.0,1
Human orthopneumovirus,1989.0,166
Palyam virus,1989.0,40
Lassa mammarenavirus,1989.0,12
Coconut foliar decay alphasatellite 7,1989.0,4
Coconut foliar decay alphasatellite 5,1989.0,8
Ross River virus,1989.0,6
Human alphaherpesvirus 3,1989.0,74
Watermelon mosaic virus,1989.0,2
Bovine fever ephemerovirus,1989.0,22
Coconut foliar decay alphasatellite 3,1989.0,6
Beaumont virus,1989.0,2
Coconut foliar decay alphasatellite 2,1989.0,8
Felid alphaherpesvirus 1,1989.0,77
Coconut foliar decay alphasatellite 1,1989.0,2
Human mastadenovirus C,1989.0,4
Piscine novirhabdovirus,1989.0,6
Enterovirus B,1989.0,14
Human mastadenovirus D,1989.0,162
Rhinovirus C,1989.0,3
Coconut foliar decay alphasatellite 4,1989.0,8
Louping ill virus,1989.0,1
Human coronavirus NL63,1989.0,14
Hepacivirus C,1989.0,695
Human mastadenovirus F,1989.0,2
Foot-and-mouth disease virus,1989.0,28
Avian orthoavulavirus 1,1989.0,10
Enterovirus C,1989.0,1
Rhinovirus A,1989.0,3
Canine morbillivirus,1989.0,8
Spodoptera frugiperda granulovirus,1989.0,3
Cassava Colombian symptomless virus,1989.0,4
Potato virus X,1989.0,1
Cassava Polero-like virus,1989.0,3
Avipoxvirus isolate Alaska,1989.0,2
European bat 1 lyssavirus,1989.0,46
Oropouche orthobunyavirus,1989.0,12
Avian coronavirus,1989.0,55
Tomato leaf curl Yemen betasatellite,1989.0,5
Tobacco rattle virus,1989.0,3
Human immunodeficiency virus 2,1989.0,7
Pestivirus B,1989.0,4
Salmonid novirhabdovirus,1989.0,2
Tunis orthonairovirus,1989.0,6
Turnip ringspot virus,1989.0,2
Saint Louis encephalitis virus,1989.0,1
Measles morbillivirus,1989.0,16
Broad bean wilt virus 1,1989.0,1
Hepatovirus A,1989.0,10
Quaranfil quaranjavirus,1989.0,6
Carrot thin leaf virus,1989.0,1
Simian immunodeficiency virus,1989.0,7
Rabies lyssavirus,1989.0,136
Piscihepevirus A,1989.0,4
Enterovirus D,1989.0,2
Lumpy skin disease virus,1989.0,5
Phytomonas serpens narnavirus 1,1989.0,2
Sheeppox virus,1989.0,4
Alphapapillomavirus 7,1989.0,4
Zucchini yellow mosaic virus,1989.0,1
Suid alphaherpesvirus 1,1989.0,5
Torque teno sus virus 1b,1990.0,20
Porcine orthorubulavirus,1990.0,3
Potato virus A,1990.0,2
Musca hytrosavirus,1990.0,5
Avian coronavirus,1990.0,22
Human mastadenovirus D,1990.0,49
Cucumber green mottle mosaic virus,1990.0,4
European bat 1 lyssavirus,1990.0,5
Fowlpox virus,1990.0,1
Cucumber mosaic virus,1990.0,1
Pestivirus A,1990.0,2
Bean yellow mosaic virus,1990.0,1
Erwinia virus FE44,1990.0,102
Reptilian ferlavirus,1990.0,6
Myxoma virus,1990.0,169
Human orthopneumovirus,1990.0,171
Toscana phlebovirus,1990.0,10
Feline immunodeficiency virus,1990.0,6
Plum pox virus,1990.0,1
Human rhinovirus sp.,1990.0,3
Rabies lyssavirus,1990.0,313
Influenza A virus,1990.0,695
Hepatovirus A,1990.0,2
Pea streak virus,1990.0,12
Influenza B virus,1990.0,59
Zika virus,1990.0,12
California encephalitis orthobunyavirus,1990.0,23
Maize streak virus,1990.0,27
Deformed wing virus,1990.0,3
Zucchini yellow mosaic virus,1990.0,1
Cardiovirus A,1990.0,2
Digitaria streak virus,1990.0,77
Japanese encephalitis virus,1990.0,9
Salmon isavirus,1990.0,2
Salmon River virus,1990.0,13
Senecavirus A,1990.0,1
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1990.0,162
Rhinovirus A,1990.0,2
Equid alphaherpesvirus 1,1990.0,167
Mamastrovirus 1,1990.0,8
Mumps orthorubulavirus,1990.0,1
Cassava Ivorian bacilliform virus,1990.0,8
Heterobasidion partitivirus 4,1990.0,2
Cowpox virus,1990.0,655
African swine fever virus,1990.0,496
South American cichlid iridovirus,1990.0,116
Akabane orthobunyavirus,1990.0,8
Citrus tristeza virus,1990.0,4
Rhinovirus C,1990.0,3
Porcine circovirus 2,1990.0,2
Equid alphaherpesvirus 4,1990.0,79
Bean chlorotic fleck virus,1990.0,4
Perch perhabdovirus,1990.0,3
Pegivirus A,1990.0,4
Oropouche orthobunyavirus,1990.0,7
Western equine encephalitis virus,1990.0,2
Suid alphaherpesvirus 1,1990.0,69
Human DNA virus,1990.0,2
Rosellinia necatrix fusagravirus 2,1990.0,2
Venezuelan equine encephalitis virus,1990.0,1
Foot-and-mouth disease virus,1990.0,87
Feline calicivirus,1990.0,1
Tomato yellow mottle virus,1990.0,10
Epizootic hemorrhagic disease virus,1990.0,10
Salmonid novirhabdovirus,1990.0,12
Hepacivirus C,1990.0,63
Pestivirus B,1990.0,4
Carnivore protoparvovirus 1,1990.0,9
Human gammaherpesvirus 4,1990.0,74
Lymphocytic choriomeningitis mammarenavirus,1990.0,4
Saint Louis encephalitis virus,1990.0,1
Alphapapillomavirus 9,1990.0,2
Human immunodeficiency virus 2,1990.0,3
Epizootic haematopoietic necrosis virus,1990.0,100
Aquareovirus C,1990.0,11
Alphapapillomavirus 7,1990.0,8
Piscihepevirus A,1990.0,3
Porcine circovirus 1,1990.0,2
Warrego virus,1990.0,1
Enterovirus C,1990.0,7
Dnistrovskyi 408 orbivirus,1990.0,1
Human astrovirus,1990.0,1
Rotifer birnavirus strain Palavas,1990.0,2
Anguillid perhabdovirus,1990.0,11
Omsk hemorrhagic fever virus,1990.0,2
Micromonas pusilla virus SP1 sensu lato,1990.0,259
West Nile virus,1990.0,14
Rotavirus A,1990.0,104
Pestivirus C,1990.0,1
Tomato yellow leaf curl virus,1990.0,2
Carp sprivivirus,1990.0,1
Pseudoalteromonas phage H105/1,1990.0,104
Dipteran protoambidensovirus 1,1990.0,2
Palyam virus,1990.0,59
Cherry leaf roll virus,1990.0,10
Human adenovirus sp.,1990.0,22
Human mastadenovirus C,1990.0,53
Enterovirus B,1990.0,8
Ross River virus,1990.0,7
Eggplant mottled dwarf nucleorhabdovirus,1990.0,1
Avihepatovirus A,1990.0,1
Acipenser iridovirus-European,1990.0,1
Betacoronavirus 1,1990.0,40
Infectious pancreatic necrosis virus,1990.0,4
Synechococcus virus Syn19,1990.0,430
Anadyr orthobunyavirus,1990.0,4
Crimean-Congo hemorrhagic fever orthonairovirus,1990.0,14
African horse sickness virus,1990.0,11
Pepper mild mottle virus,1990.0,5
Enterovirus A,1990.0,14
Cassava frogskin associated virus,1990.0,7
Human coronavirus NL63,1990.0,28
Jamestown Canyon orthobunyavirus,1990.0,3
Micromonas pusilla virus SP1,1990.0,484
Human immunodeficiency virus 1,1990.0,1966
Tomato mosaic virus,1990.0,4
Piscine novirhabdovirus,1990.0,16
Monkeypox virus,1990.0,177
Pegivirus C,1990.0,1
Norwalk virus,1990.0,86
Yellow fever virus,1990.0,4
Liao ning virus,1990.0,12
Alphacoronavirus 1,1990.0,15
Cetacean morbillivirus,1990.0,49
Soybean dwarf virus,1990.0,8
Hepatitis B virus,1990.0,115
Carnation latent virus,1990.0,6
Human metapneumovirus,1990.0,3
Banana bunchy top virus,1990.0,30
Rabbit hemorrhagic disease virus,1990.0,5
Torque teno sus virus 1a,1990.0,12
Adeno-associated virus,1990.0,7
Rotavirus C,1990.0,1
Prochlorococcus virus Syn1,1990.0,468
Porcine reproductive and respiratory syndrome virus,1990.0,6
Parechovirus A,1990.0,9
Bovine alphaherpesvirus 1,1990.0,2
Tobacco mild green mosaic virus,1990.0,2
Primate erythroparvovirus 1,1990.0,4
Catopsilia pomona nucleopolyhedrovirus,1990.0,260
Bluetongue virus,1990.0,64
Human gammaherpesvirus 8,1990.0,35
Sindbis virus,1990.0,2
Wallal virus,1990.0,1
Cassava alphaflexivirus,1990.0,1
Dengue virus,1990.0,43
Tomato spotted wilt orthotospovirus,1990.0,12
Pestivirus D,1990.0,5
Eastern equine encephalitis virus,1990.0,6
Feline foamy virus,1990.0,2
Tick-borne encephalitis virus,1990.0,40
Enterovirus A,1991.0,20
Japanese encephalitis virus,1991.0,7
Crimean-Congo hemorrhagic fever orthonairovirus,1991.0,2
African swine fever virus,1991.0,705
Adeno-associated virus,1991.0,7
Pepper mild mottle virus,1991.0,6
Strawberry latent ringspot virus,1991.0,2
Chicken anemia virus,1991.0,4
Anticarsia gemmatalis multiple nucleopolyhedrovirus,1991.0,4
West Nile virus,1991.0,4
Bean yellow mosaic virus,1991.0,2
Beet necrotic yellow vein virus,1991.0,36
Bluetongue virus,1991.0,60
Human orthopneumovirus,1991.0,222
Human adenovirus sp.,1991.0,27
Anseriform dependoparvovirus 1,1991.0,2
Akabane orthobunyavirus,1991.0,2
Rubivirus rubellae,1991.0,6
Enterovirus B,1991.0,52
Rhinovirus C,1991.0,5
Potato mop-top virus,1991.0,5
Torque teno sus virus 1a,1991.0,4
Human immunodeficiency virus 1,1991.0,3588
Acinetobacter phage BS46,1991.0,176
Pegivirus C,1991.0,7
Cucumber mosaic virus,1991.0,2
Cowpox virus,1991.0,6
Elephantid betaherpesvirus 1,1991.0,14
Aino orthobunyavirus,1991.0,3
Cafeteria roenbergensis virus,1991.0,1097
Avian coronavirus,1991.0,47
Short-finned eel ranavirus,1991.0,222
Avipoxvirus isolate Alaska,1991.0,2
Avipoxvirus isolate Arizona,1991.0,2
Aichivirus A,1991.0,11
Avian orthoavulavirus 1,1991.0,7
Acipenserid herpesvirus 1,1991.0,12
Piscihepevirus A,1991.0,1
Rift Valley fever phlebovirus,1991.0,17
Tick-borne encephalitis virus,1991.0,20
Human immunodeficiency virus 2,1991.0,11
Sapporo virus,1991.0,3
Machupo mammarenavirus,1991.0,4
Peanut stunt virus,1991.0,5
Enterovirus C,1991.0,24
Cafeteriavirus-dependent mavirus,1991.0,40
Salmonid novirhabdovirus,1991.0,2
Avian metapneumovirus,1991.0,1
Influenza B virus,1991.0,46
Tulip virus X,1991.0,1
Sclerotinia sclerotiorum RNA virus L,1991.0,1
Equid alphaherpesvirus 4,1991.0,79
Rabbit hemorrhagic disease virus,1991.0,1
Heterobasidion orthocurvulavirus,1991.0,1
Citrus vein enation virus,1991.0,5
Influenza C virus,1991.0,4
Rabies lyssavirus,1991.0,286
Gamboa orthobunyavirus,1991.0,4
Avipoxvirus isolate Wisconsin,1991.0,10
Cherry twisted leaf associated virus,1991.0,14
Deformed wing virus,1991.0,6
Lumpy skin disease virus,1991.0,144
Potato yellowing virus,1991.0,8
Lettuce mosaic virus,1991.0,2
Maize streak virus,1991.0,3
Avipoxvirus isolate Washington,1991.0,2
Foot-and-mouth disease virus,1991.0,111
Louping ill virus,1991.0,2
